,Date,Open,High,Low,Close,Adj.Close,Volume,Rate,Variance
1,11/12/2019,8759.751953,8853.768555,8685.427734,8815.662109,8815.662109,20309769107,-0.638261863,0.019217533
2,11/13/2019,8812.033203,8836.841797,8761.651367,8808.262695,8808.262695,17545755404,0.042788173,0.008532699
3,11/14/2019,8811.936523,8826.943359,8692.551758,8708.094727,8708.094727,19084739974,1.17842197,0.015251086
4,11/15/2019,8705.708008,8730.873047,8484.84375,8491.992188,8491.992188,21796856471,2.45489304,0.028260688
5,11/16/2019,8491.166016,8591.99707,8473.973633,8550.760742,8550.760742,16495389808,-0.701843844,0.013899556
6,11/17/2019,8549.470703,8727.789063,8500.967773,8577.975586,8577.975586,18668638896,-0.333411085,0.026530448
7,11/18/2019,8573.980469,8653.280273,8273.573242,8309.286133,8309.286133,21579470673,3.087181467,0.044285969
8,11/19/2019,8305.134766,8408.516602,8099.963379,8206.145508,8206.145508,21083613815,1.191904295,0.037152103
9,11/20/2019,8203.613281,8237.240234,8010.511719,8027.268066,8027.268066,20764300436,2.149604192,0.027637641
10,11/21/2019,8023.644531,8110.098145,7597.381836,7642.75,7642.75,22514243371,4.747151117,0.063900676
11,11/22/2019,7643.569336,7697.382813,6936.706543,7296.577637,7296.577637,34242315784,4.539655281,0.099518463
12,11/23/2019,7296.164551,7442.258789,7151.417969,7397.796875,7397.796875,21008924417,-1.392955481,0.039862152
13,11/24/2019,7398.633789,7408.577148,7029.289063,7047.916992,7047.916992,30433517289,4.740291343,0.051264611
14,11/25/2019,7039.977051,7319.856934,6617.166992,7146.133789,7146.133789,42685231261,-1.507913126,0.099814238
15,11/26/2019,7145.15918,7320.230469,7098.572266,7218.371094,7218.371094,21129505542,-1.024636571,0.03102215
16,11/27/2019,7220.880859,7619.693359,6974.174316,7531.663574,7531.663574,23991412764,-4.303944644,0.089396163
17,11/28/2019,7536.820313,7730.072754,7454.121582,7463.105957,7463.105957,19050116751,0.978056434,0.036613739
18,11/29/2019,7466.727051,7781.179688,7460.756348,7761.243652,7761.243652,19709695455,-3.944386864,0.042913493
19,11/30/2019,7764.057129,7836.102051,7515.849609,7569.629883,7569.629883,17158194786,2.504196489,0.041248079
20,12/1/2019,7571.616211,7571.616211,7291.341797,7424.29248,7424.29248,18720708479,1.945736906,0.037016458
21,12/2/2019,7424.036133,7474.818848,7233.399414,7321.988281,7321.988281,17082040705,1.374560282,0.032518623
22,12/3/2019,7323.975586,7418.858887,7229.356934,7320.145508,7320.145508,14797485769,0.052295068,0.025874192
23,12/4/2019,7320.125,7539.784668,7170.922852,7252.034668,7252.034668,21664240918,0.930179908,0.050390098
24,12/5/2019,7253.241699,7743.431641,7232.676758,7448.307617,7448.307617,18816085231,-2.689361889,0.070417464
25,12/6/2019,7450.561523,7546.996582,7392.175293,7546.996582,7546.996582,18104466306,-1.294332765,0.020779815
26,12/7/2019,7547.265625,7589.95166,7525.711426,7556.237793,7556.237793,15453520564,-0.118879717,0.008511723
27,12/8/2019,7551.338867,7634.606445,7476.091309,7564.345215,7564.345215,15409908086,-0.172238966,0.02099166
28,12/9/2019,7561.79541,7618.091797,7365.985352,7400.899414,7400.899414,17872021272,2.1277486,0.033339496
29,12/10/2019,7397.134277,7424.022949,7246.043945,7278.119629,7278.119629,18249031194,1.608929128,0.024060534
30,12/11/2019,7277.197754,7324.15625,7195.527344,7217.427246,7217.427246,16350490689,0.821339615,0.01767561
31,12/12/2019,7216.73877,7266.639648,7164.741211,7243.134277,7243.134277,18927080224,-0.365753948,0.014119735
32,12/13/2019,7244.662109,7293.560547,7227.122559,7269.68457,7269.68457,17125736940,-0.345391691,0.009170612
33,12/14/2019,7268.902832,7308.836426,7097.208984,7124.673828,7124.673828,17137029729,1.984192214,0.029114083
34,12/15/2019,7124.239746,7181.075684,6924.375977,7152.301758,7152.301758,16881129804,-0.393894829,0.036031874
35,12/16/2019,7153.663086,7171.168945,6903.682617,6932.480469,6932.480469,20213265949,3.091879144,0.037391519
36,12/17/2019,6931.31543,6964.075195,6587.974121,6640.515137,6640.515137,22363804217,4.195456056,0.05426114
37,12/18/2019,6647.698242,7324.984863,6540.049316,7276.802734,7276.802734,31836522778,-9.463493515,0.11807629
38,12/19/2019,7277.59082,7346.602539,7041.381836,7202.844238,7202.844238,25904604415,1.027078656,0.0419398
39,12/20/2019,7208.636719,7257.921875,7086.124023,7218.816406,7218.816406,22633815180,-0.141215148,0.023832225
40,12/21/2019,7220.59375,7223.226074,7112.73584,7191.158691,7191.158691,19312552168,0.407654274,0.015302098
41,12/22/2019,7191.188477,7518.033203,7167.179199,7511.588867,7511.588867,23134537956,-4.455458107,0.048789432
42,12/23/2019,7508.902344,7656.17627,7326.192383,7355.628418,7355.628418,27831788041,2.04122945,0.043945689
43,12/24/2019,7354.393066,7535.716797,7269.528809,7322.532227,7322.532227,22991622105,0.433221868,0.03619442
44,12/25/2019,7325.755859,7357.02002,7220.991211,7275.155762,7275.155762,21559505148,0.690715033,0.01856857
45,12/26/2019,7274.799316,7388.302734,7200.386719,7238.966797,7238.966797,22787010034,0.492556804,0.025831093
46,12/27/2019,7238.141113,7363.529297,7189.934082,7290.088379,7290.088379,22777360995,-0.717687942,0.023983397
47,12/28/2019,7289.03125,7399.041016,7286.905273,7317.990234,7317.990234,21365673026,-0.397295374,0.015384176
48,12/29/2019,7317.647461,7513.948242,7279.865234,7422.652832,7422.652832,22445257701,-1.434960779,0.031988834
49,12/30/2019,7420.272949,7454.824219,7276.308105,7292.995117,7292.995117,22874131671,1.715271566,0.02405789
50,12/31/2019,7294.438965,7335.290039,7169.777832,7193.599121,7193.599121,21167946112,1.382420834,0.02269019
51,1/1/2020,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664996,-0.073416334,0.011033693
52,1/2/2020,7202.55127,7212.155273,6935.27002,6985.470215,6985.470215,20802083465,3.013946682,0.038442663
53,1/3/2020,6984.428711,7413.715332,6914.996094,7344.884277,7344.884277,28111481031,-5.160845374,0.071404442
54,1/4/2020,7345.375488,7427.385742,7309.51416,7410.656738,7410.656738,18444271274,-0.888739454,0.016047046
55,1/5/2020,7410.45166,7544.49707,7400.535645,7411.317383,7411.317383,19725074094,-0.011682459,0.019426808
56,1/6/2020,7410.452148,7781.867188,7409.292969,7769.219238,7769.219238,23276261598,-4.84136572,0.050276854
57,1/7/2020,7768.682129,8178.21582,7768.227539,8163.692383,8163.692383,28767291326,-5.084649461,0.052774496
58,1/8/2020,8161.935547,8396.738281,7956.774414,8079.862793,8079.862793,31672559264,1.005555037,0.053904354
59,1/9/2020,8082.295898,8082.295898,7842.403809,7879.071289,7879.071289,24045990465,2.514441584,0.029681181
60,1/10/2020,7878.307617,8166.554199,7726.774902,8166.554199,8166.554199,28714583843,-3.658737333,0.055821544
61,1/11/2020,8162.190918,8218.359375,8029.64209,8037.537598,8037.537598,25521165085,1.527204169,0.02312091
62,1/12/2020,8033.261719,8200.063477,8009.059082,8192.494141,8192.494141,22903438381,-1.982164002,0.023776693
63,1/13/2020,8189.771973,8197.788086,8079.700684,8144.194336,8144.194336,22482910687,0.556518999,0.014418888
64,1/14/2020,8140.933105,8879.511719,8140.933105,8827.764648,8827.764648,44841784107,-8.436766819,0.090724074
65,1/15/2020,8825.34375,8890.117188,8657.1875,8807.010742,8807.010742,40102834649,0.207731376,0.026393271
66,1/16/2020,8812.481445,8846.460938,8612.095703,8723.786133,8723.786133,31313981930,1.006473745,0.026594693
67,1/17/2020,8725.209961,8958.12207,8677.316406,8929.038086,8929.038086,36372139320,-2.336082752,0.032183256
68,1/18/2020,8927.211914,9012.198242,8827.332031,8942.808594,8942.808594,32337772626,-0.174709418,0.020708169
69,1/19/2020,8941.445313,9164.362305,8620.080078,8706.245117,8706.245117,34217320471,2.630449416,0.06087184
70,1/20/2020,8704.631836,8745.59082,8560.473633,8657.642578,8657.642578,26422375678,0.539819017,0.021266515
71,1/21/2020,8658.991211,8755.706055,8544.520508,8745.894531,8745.894531,24097418512,-1.00361945,0.024389163
72,1/22/2020,8744.210938,8792.994141,8636.74707,8680.875977,8680.875977,22600204050,0.724307333,0.01786863
73,1/23/2020,8680.650391,8687.74707,8333.637695,8406.515625,8406.515625,25770680778,3.157998003,0.040792954
74,1/24/2020,8405.567383,8514.666992,8266.84082,8445.43457,8445.43457,24397913025,-0.474295014,0.029483574
75,1/25/2020,8440.119141,8458.453125,8296.21875,8367.847656,8367.847656,19647331548,0.856285128,0.019221811
76,1/26/2020,8364.410156,8602.401367,8325.498047,8596.830078,8596.830078,22177678795,-2.778676771,0.033104943
77,1/27/2020,8597.308594,8977.726563,8597.308594,8909.819336,8909.819336,28647338393,-3.63498342,0.044248495
78,1/28/2020,8912.524414,9358.589844,8908.447266,9358.589844,9358.589844,34398744402,-5.004928001,0.050506743
79,1/29/2020,9357.470703,9406.431641,9269.467773,9316.629883,9316.629883,30682598115,0.436451487,0.014636847
80,1/30/2020,9316.016602,9553.125977,9230.897461,9508.993164,9508.993164,32378792850,-2.071449314,0.034588658
81,1/31/2020,9508.313477,9521.706055,9230.776367,9350.529297,9350.529297,29432489719,1.65943393,0.030597402
82,2/1/2020,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,-0.497708101,0.013490174
83,2/2/2020,9389.820313,9468.797852,9217.824219,9344.365234,9344.365234,30835736946,0.484088912,0.026728268
84,2/3/2020,9344.683594,9540.37207,9248.633789,9293.521484,9293.521484,30934096508,0.54749965,0.031219707
85,2/4/2020,9292.841797,9331.265625,9112.811523,9180.962891,9180.962891,29893183716,1.20392565,0.023507782
86,2/5/2020,9183.416016,9701.299805,9163.704102,9613.423828,9613.423828,35222060874,-4.682438553,0.05853984
87,2/6/2020,9617.821289,9824.619141,9539.818359,9729.801758,9729.801758,37628823715,-1.164301827,0.029611777
88,2/7/2020,9726.00293,9834.716797,9726.00293,9795.943359,9795.943359,34522718159,-0.719107628,0.011177651
89,2/8/2020,9793.070313,9876.749023,9678.910156,9865.119141,9865.119141,35172043761,-0.735712353,0.020201924
90,2/9/2020,9863.894531,10129.43555,9850.392578,10116.67383,10116.67383,35807884663,-2.562672362,0.02828933
91,2/10/2020,10115.55957,10165.76563,9784.563477,9856.611328,9856.611328,39386548074,2.559900322,0.037684732
92,2/11/2020,9855.891602,10210.05273,9729.334961,10208.23633,10208.23633,37648059388,-3.574965536,0.048774661
93,2/12/2020,10202.3877,10393.61133,10202.3877,10326.05469,10326.05469,43444303830,-1.212137723,0.018743027
94,2/13/2020,10323.96094,10457.62695,10116.16113,10214.37988,10214.37988,49356071372,1.061424589,0.033075079
95,2/14/2020,10211.55078,10321.99609,10125.53418,10312.11621,10312.11621,43338264161,-0.984820349,0.019239185
96,2/15/2020,10313.85645,10341.55566,9874.427734,9889.424805,9889.424805,43865054831,4.115159514,0.045291296
97,2/16/2020,9889.179688,10053.96875,9722.386719,9934.433594,9934.433594,43374780305,-0.457610312,0.033529781
98,2/17/2020,9936.560547,9938.81543,9507.637695,9690.142578,9690.142578,45998298412,2.479912117,0.043393057
99,2/18/2020,9691.230469,10161.93555,9632.382813,10141.99609,10141.99609,47271023953,-4.651273359,0.054642467
100,2/19/2020,10143.79883,10191.67578,9611.223633,9633.386719,9633.386719,46992019709,5.031764919,0.057222364
101,2/20/2020,9629.325195,9643.216797,9507.900391,9608.475586,9608.475586,44925260236,0.216522016,0.014052533
102,2/21/2020,9611.782227,9723.014648,9589.743164,9686.441406,9686.441406,40930547512,-0.776746468,0.013865429
103,2/22/2020,9687.707031,9698.231445,9600.728516,9663.181641,9663.181641,35838025154,0.253159906,0.010064603
104,2/23/2020,9663.318359,9937.404297,9657.791016,9924.515625,9924.515625,41185185761,-2.702976931,0.028935534
105,2/24/2020,9921.583008,9951.746094,9537.042969,9650.174805,9650.174805,45080496648,2.735533259,0.04179808
106,2/25/2020,9651.3125,9652.737305,9305.021484,9341.705078,9341.705078,42515259129,3.207930756,0.036027827
107,2/26/2020,9338.290039,9354.77832,8704.426758,8820.522461,8820.522461,50420050761,5.544565181,0.069643539
108,2/27/2020,8825.09375,8932.892578,8577.199219,8784.494141,8784.494141,45470195695,0.460047339,0.040304768
109,2/28/2020,8788.728516,8890.456055,8492.932617,8672.455078,8672.455078,44605450442,1.322983612,0.045231052
110,2/29/2020,8671.212891,8775.631836,8599.508789,8599.508789,8599.508789,35792392544,0.82692125,0.020311235
111,3/1/2020,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,0.433787597,0.029719901
112,3/2/2020,8563.264648,8921.308594,8532.630859,8869.669922,8869.669922,42857674408,-3.57813622,0.045388967
113,3/3/2020,8865.387695,8901.598633,8704.990234,8787.786133,8787.786133,42386715820,0.875331849,0.022177079
114,3/4/2020,8788.541992,8843.366211,8712.431641,8755.246094,8755.246094,34746706368,0.378855765,0.014898327
115,3/5/2020,8760.285156,9142.054688,8757.253906,9078.762695,9078.762695,39698054597,-3.635470003,0.0439256
116,3/6/2020,9078.308594,9167.695313,9032.079102,9122.545898,9122.545898,40826885650,-0.487285749,0.014938489
117,3/7/2020,9121.600586,9163.220703,8890.744141,8909.954102,8909.954102,36216930369,2.320277916,0.029871573
118,3/8/2020,8908.206055,8914.34375,8105.25293,8108.116211,8108.116211,39973102120,8.981492335,0.090825337
119,3/9/2020,8111.146484,8177.793457,7690.098145,7923.644531,7923.644531,46936995808,2.311657832,0.060126557
120,3/10/2020,7922.146973,8136.945313,7814.763184,7909.729492,7909.729492,42213940993,0.156743886,0.040668537
121,3/11/2020,7910.089844,7950.814453,7642.8125,7911.430176,7911.430176,38682762604,-0.016944586,0.038937858
122,3/12/2020,7913.616211,7929.116211,4860.354004,4970.788086,4970.788086,53980357243,37.18689467,0.387782542
123,3/13/2020,5017.831055,5838.114746,4106.980957,5563.707031,5563.707031,74156772074,-10.8787237,0.344996428
124,3/14/2020,5573.077637,5625.226563,5125.069336,5200.366211,5200.366211,36154506007,6.687712791,0.089745247
125,3/15/2020,5201.066895,5836.64502,5169.283203,5392.314941,5392.314941,33997889638,-3.677092602,0.128312485
126,3/16/2020,5385.229492,5385.229492,4575.35791,5014.47998,5014.47998,45368026429,6.884562906,0.150387571
127,3/17/2020,5002.578125,5371.348633,4981.90918,5225.629395,5225.629395,38622642935,-4.458726369,0.07784775
128,3/18/2020,5227.11377,5331.833984,5069.335938,5238.438477,5238.438477,37878801016,-0.216653157,0.050218545
129,3/19/2020,5245.416504,6329.73584,5236.96875,6191.192871,6191.192871,51000731797,-18.03052944,0.208327992
130,3/20/2020,6191.653809,6844.261719,5865.781738,6198.77832,6198.77832,54442976102,-0.115066365,0.158032088
131,3/21/2020,6206.521484,6378.135254,5932.823242,6185.066406,6185.066406,42494390879,0.345686035,0.071749049
132,3/22/2020,6185.558105,6359.697266,5823.713867,5830.254883,5830.254883,40099664740,5.744077025,0.086650774
133,3/23/2020,5831.374512,6443.93457,5785.004395,6416.314941,6416.314941,46491915999,-10.03091857,0.112997403
134,3/24/2020,6436.642578,6789.022949,6411.066406,6734.803711,6734.803711,48221910672,-4.632246228,0.058719517
135,3/25/2020,6738.716797,6892.51123,6536.92627,6681.062988,6681.062988,44590107887,0.855560647,0.052767459
136,3/26/2020,6675.170898,6735.463867,6590.962891,6716.44043,6716.44043,35319797641,-0.618254313,0.021647532
137,3/27/2020,6719.38916,6793.836426,6466.70166,6469.79834,6469.79834,34585598366,3.71448675,0.048685194
138,3/28/2020,6467.253906,6467.500977,6117.837891,6242.193848,6242.193848,34885225901,3.479994156,0.054066701
139,3/29/2020,6245.624512,6250.467285,5920.085938,5922.042969,5922.042969,28373690930,5.180931745,0.052898048
140,3/30/2020,5925.538574,6517.195801,5903.234375,6429.841797,6429.841797,37101651525,-8.510673194,0.103612763
141,3/31/2020,6430.606445,6504.515137,6374.162109,6438.644531,6438.644531,32786468812,-0.124997324,0.020270721
142,4/1/2020,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426265,-2.632416106,0.063722207
143,4/2/2020,6606.776367,7088.247559,6595.918457,6793.624512,6793.624512,47660646124,-2.828128797,0.074518808
144,4/3/2020,6797.396484,7003.220703,6673.335938,6733.387207,6733.387207,38976504902,0.941673436,0.048531047
145,4/4/2020,6738.382813,6878.953613,6696.484863,6867.527344,6867.527344,33185988583,-1.916550819,0.027079012
146,4/5/2020,6862.537598,6883.414063,6715.929199,6791.129395,6791.129395,29510409856,1.040550991,0.024405675
147,4/6/2020,6788.049805,7271.78125,6782.889648,7271.78125,7271.78125,46896904614,-7.126221211,0.072022395
148,4/7/2020,7273.644043,7427.939453,7136.714355,7176.414551,7176.414551,44243482667,1.336737011,0.040038404
149,4/8/2020,7179.283203,7356.223633,7153.305664,7334.098633,7334.098633,37563249548,-2.156419041,0.028264377
150,4/9/2020,7337.966309,7341.448242,7179.094238,7302.089355,7302.089355,34815139177,0.488922305,0.022125204
151,4/10/2020,NA,NA,NA,NA,NA,NA,NA,NA
152,4/11/2020,NA,NA,NA,NA,NA,NA,NA,NA
153,4/12/2020,NA,NA,NA,NA,NA,NA,NA,NA
